,gdp_growth,gdp_growth,gdp_growth,inflation,inflation,inflation,debt_to_gdp,debt_to_gdp,debt_to_gdp,current_account_gdp,current_account_gdp,current_account_gdp,reserves_months,reserves_months,reserves_months,nightlight_growth,nightlight_growth,nightlight_growth,divergence_index,divergence_index,divergence_index,avg_tone,avg_tone,avg_tone,avg_goldstein,avg_goldstein,avg_goldstein
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
crisis_target,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3.2488413274270416,5.462263373069353,5184,5.889030437452941,18.862176245710454,3703,54.361226197599876,29.877385812672664,1102,-1.797486665949643,14.889216395436735,3563,5.990114389001198,5.786703755945206,4205,35.84681383003321,225.29373154003434,1179,30.873222113631304,195.77060844575422,1147,-1.2995973663342995,1.8942439462717702,2563,0.9354635813657453,2.177601711163058,2563
1,3.1370484425507925,5.312022760620233,274,8.421248216234547,19.135154184595482,257,52.83970235601538,28.411768258477526,76,-6.861012682369458,8.521287520217065,252,3.821181192481368,3.1201234046489255,251,38.039982772193575,130.45285542487483,78,36.32445276049652,130.7125221511713,78,-1.7324420956665263,2.259446169920943,188,0.6803234503498479,2.306035999203691,188
