iso3c,year,misreport_raw,misreport_zscore
JOR,2015,-0.4358802951294382,0.32001118106877413
JOR,2016,-4.48160258452944,0.07001059411144543
JOR,2017,-35.53524622611498,-1.8489123032660344
JOR,2018,-3.9930723697726136,0.10019873647494641
JOR,2019,-4.5497845125764105,0.06579737313078514
JOR,2020,-1.906986792219436,0.2291059084273882
LBN,2015,0.7708559055530579,0.39458000633483603
LBN,2016,-7.00852239753433,-0.08613740401005054
LBN,2017,-19.48695671111241,-0.8572273799277114
LBN,2018,-4.74168943318826,0.053938837284500656
LBN,2019,-8.775485318754413,-0.19532477176246468
LBN,2020,-6.160755695062237,-0.033750671046149004
LKA,2015,-22.593306484787764,-1.0491805618720844
LKA,2016,17.48963928014224,1.4276972985945557
LKA,2017,-52.91437938592023,-2.9228351234616934
LKA,2018,-0.566735175654459,0.31192515968683243
LKA,2019,3.762149155153654,0.5794234075047542
LKA,2020,-16.63528475646317,-0.6810117102709116
MAR,2015,0.9629648810882864,0.40645115151190675
MAR,2016,-0.2275766072593863,0.33288305919281913
MAR,2017,-38.11486563050485,-2.00831680982687
MAR,2018,6.637704641570442,0.7571149315414123
MAR,2019,1.5561857727496982,0.44310852947857315
MAR,2020,-17.365445822721735,-0.7261311431139161
MDA,2015,22.013647803356903,1.707253013322409
MDA,2016,5.0892541233143165,0.6614302772949584
MDA,2017,-48.81660671842404,-2.6696181454264374
MDA,2018,-8.800076279119011,-0.196844340849325
MDA,2019,0.8631890136097811,0.40028562069948354
MDA,2020,-13.415022206470056,-0.4820194240815454
MEX,2015,2.5782669529820126,0.5062668178380079
MEX,2016,9.492759907319206,0.9335396688751895
MEX,2017,-37.37271290761159,-1.9624563668544461
MEX,2018,2.153969417502256,0.48004785733436484
MEX,2019,0.1103695438504347,0.35376603881768975
MEX,2020,-21.371627262117293,-0.9736883503721977
MKD,2015,7.968083542560345,0.8393241101087447
MKD,2016,8.661371854641999,0.8821650350543799
MKD,2017,-34.13661810954237,-1.7624857457649679
MKD,2018,9.891371446415455,0.9581713938463085
MKD,2019,-4.197346168488451,0.08757588054814074
MKD,2020,-7.787721019484434,-0.134287054161336
MNE,2015,0.957375088672213,0.40610573695178004
MNE,2016,10.67671360337651,1.00670067642139
MNE,2017,-28.9577055234201,-1.4424610150207136
MNE,2018,8.678849411216314,0.8832450398321687
MNE,2019,-0.6542189419138813,0.30651920461883475
MNE,2020,-14.899852045383764,-0.5737727142746878
MUS,2015,6.8831075427561945,0.7722793113354016
MUS,2016,1.462869311328198,0.43734214996476434
MUS,2017,-11.956794216001954,-0.3919099634075413
MUS,2018,1.1969249730834353,0.42090843655013715
MUS,2019,-0.798881237736548,0.29757997046501816
MUS,2020,-16.750987329849135,-0.688161412892555
MYS,2015,-13.470116875691335,-0.4854239335011928
MYS,2016,11.91611313257556,1.0832878931431664
MYS,2017,-16.85674650261206,-0.6946966749237939
MYS,2018,7.728954859573113,0.8245474381503719
MYS,2019,-15.10778605486589,-0.5866217485633541
MYS,2020,6.348482751373126,0.7392428095473541
SLV,2015,-8.040905725481926,-0.14993230130888024
SLV,2016,13.474142518633611,1.1795644621088144
SLV,2017,-36.48778773634631,-1.907773470598993
SLV,2018,11.948102900265193,1.0852646627103684
SLV,2019,-2.540314611200829,0.18997017068864328
SLV,2020,-13.346301028222356,-0.4777728807774394
SRB,2015,6.3249559539432365,0.7377889991407157
SRB,2016,-1.7073671044761922,0.24144116911366992
SRB,2017,-17.009230151846296,-0.7041192202897557
SRB,2018,4.844679264505952,0.646317065392773
SRB,2019,-6.427602215791735,-0.0502401337521493
SRB,2020,3.930522954267497,0.5898278657437647
THA,2015,-15.91814347803668,-0.6366968196992849
THA,2016,17.90866211121724,1.4535903150261922
THA,2017,-42.26011679098509,-2.264467664748575
THA,2018,13.861551032497715,1.2035039094880997
THA,2019,-11.811682088678577,-0.38294293245227246
THA,2020,-14.399796731777071,-0.5428723921640112
TUN,2015,3.119380150143963,0.5397042629279196
TUN,2016,0.9157660236151342,0.40353455436856867
TUN,2017,-32.32107262995446,-1.6502962767216007
